host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms
2022-06-30,,within an hour,100%,100%,f,54.0,t,t,St George West,51.46002580878734,-2.5520843556540096,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1.0,90.0,2.0,90.0,0.0,61.0,0.0,t,32.0,0.0
2015-09-01,"Bristol, United Kingdom",within a day,83%,42%,f,2.0,t,t,Ashley,51.47116,-2.58976,Private room,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,27.0,259.0,53.0,f,2.0,1.0
2015-01-23,"Bristol, United Kingdom",,,100%,f,1.0,t,t,Cotham,51.4639,-2.59297,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,14.0,365.0,2.0,365.0,7.0,18.0,3.0,f,1.0,0.0
2021-10-12,,within a few hours,100%,43%,t,1.0,f,t,Westbury-on-Trym & Henleaze,51.4859133,-2.6053593,Private room,1.0,1.0,1 private bath,1.0,1.0,1.0,30.0,1.0,30.0,17.0,167.0,43.0,f,1.0,1.0
2014-04-18,"Bristol, United Kingdom",within a day,100%,61%,f,1.0,t,t,Lawrence Hill,51.45279,-2.58266,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,3.0,365.0,3.0,365.0,2.0,21.0,19.0,f,1.0,0.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Southville,51.44416,-2.59994,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,1125.0,2.0,1125.0,23.0,357.0,51.0,f,67.0,0.0
2014-11-09,"Bristol, United Kingdom",within an hour,100%,77%,t,5.0,t,f,Brislington West,51.4351,-2.55306,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,14.0,365.0,14.0,365.0,30.0,313.0,0.0,f,4.0,3.0
2024-04-16,"Bristol, United Kingdom",within an hour,100%,98%,t,1.0,t,t,Central,51.46211,-2.59136,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,30.0,1.0,30.0,20.0,63.0,79.0,f,1.0,1.0
2015-01-25,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Ashley,51.46705,-2.57692,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,2.0,1125.0,2.0,1125.0,21.0,75.0,101.0,t,1.0,0.0
2016-02-03,"Bristol, United Kingdom",within a few hours,100%,99%,f,6.0,t,t,Eastville,51.47364,-2.56017,Private room,1.0,3.0,3 shared baths,1.0,1.0,5.0,1125.0,5.0,1125.0,0.0,16.0,64.0,f,6.0,6.0
2021-07-03,"Cheltenham, United Kingdom",within an hour,83%,100%,f,15.0,t,t,Ashley,51.46001526114597,-2.585203300000003,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1.0,365.0,2.0,365.0,19.0,325.0,15.0,t,15.0,0.0
2014-11-29,"Bristol, United Kingdom",within an hour,100%,99%,t,3.0,t,t,Cotham,51.46507,-2.60272,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,90.0,2.0,1125.0,6.0,285.0,91.0,t,2.0,1.0
2019-08-26,"England, United Kingdom",within a few hours,100%,88%,t,3.0,t,t,Cotham,51.47154,-2.60813,Private room,2.0,2.0,2 shared baths,1.0,1.0,4.0,1125.0,4.0,1125.0,18.0,353.0,48.0,f,3.0,3.0
2013-01-30,"Bristol, United Kingdom",within an hour,100%,64%,t,2.0,t,t,Southville,51.44046,-2.61292,Entire home/apt,5.0,2.5,2.5 baths,3.0,2.0,1.0,40.0,1.0,40.0,5.0,5.0,12.0,f,2.0,1.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.460604,-2.5931229,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,1125.0,11.0,345.0,14.0,t,148.0,3.0
2017-06-12,"Manchester, United Kingdom",within an hour,100%,98%,f,8.0,t,t,Central,51.46126,-2.59338,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,4.0,365.0,2.0,1125.0,16.0,16.0,60.0,t,3.0,0.0
2024-04-02,"Bristol, United Kingdom",within an hour,100%,100%,f,2.0,t,t,Hillfields,51.47485738502999,-2.5284216965841293,Entire home/apt,7.0,1.0,1 bath,4.0,5.0,2.0,28.0,1.0,28.0,28.0,213.0,7.0,t,2.0,0.0
2016-07-17,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Easton,51.46394,-2.55327,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,21.0,1.0,21.0,2.0,39.0,4.0,t,1.0,0.0
2021-07-02,"England, United Kingdom",within a few hours,100%,75%,f,1.0,t,t,Clifton Down,51.46964090842283,-2.613615168971335,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,4.0,365.0,4.0,365.0,0.0,249.0,16.0,t,1.0,0.0
2019-02-20,"Topsham, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Lawrence Hill,51.45588,-2.58315,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,3.0,28.0,3.0,1125.0,5.0,74.0,168.0,f,1.0,0.0
2013-03-21,"Bristol, United Kingdom",within an hour,100%,99%,f,14.0,t,t,Horfield,51.493627182914224,-2.593849266550329,Private room,1.0,0.5,Shared half-bath,1.0,1.0,5.0,365.0,5.0,365.0,14.0,345.0,3.0,t,11.0,7.0
2018-08-28,"England, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Stockwood,51.42748,-2.56146,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1.0,1125.0,1.0,1125.0,26.0,300.0,23.0,f,1.0,0.0
2014-12-28,"Bristol, United Kingdom",within an hour,100%,91%,t,1.0,t,t,Hotwells & Harbourside,51.45013,-2.607,Entire home/apt,2.0,1.5,1.5 baths,1.0,2.0,3.0,18.0,3.0,18.0,28.0,144.0,51.0,f,1.0,0.0
2019-01-14,"Bristol, United Kingdom",within an hour,100%,100%,t,60.0,t,t,Lawrence Hill,51.45277,-2.57641,Entire home/apt,6.0,1.5,1.5 baths,2.0,3.0,2.0,1125.0,2.0,2.0,18.0,344.0,43.0,t,47.0,0.0
2015-05-07,"Bristol, United Kingdom",within an hour,100%,100%,t,14.0,t,t,Eastville,51.47353,-2.55143,Entire home/apt,12.0,2.0,2 baths,5.0,9.0,2.0,730.0,2.0,90.0,26.0,95.0,73.0,f,11.0,5.0
2016-02-29,"Bristol, United Kingdom",a few days or more,0%,0%,f,1.0,t,t,Southville,51.44338,-2.6105,Private room,1.0,1.5,1.5 shared baths,1.0,1.0,30.0,150.0,30.0,150.0,28.0,88.0,7.0,f,1.0,1.0
2014-12-21,"Bristol, United Kingdom",within an hour,100%,100%,t,5.0,t,t,Avonmouth & Lawrence Weston,51.49455,-2.65096,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,365.0,1.0,365.0,30.0,365.0,15.0,f,4.0,4.0
2015-06-06,"Bristol, United Kingdom",within an hour,100%,100%,t,3.0,t,t,Easton,51.46144,-2.55936,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,30.0,2.0,30.0,11.0,332.0,3.0,f,3.0,1.0
2016-11-13,"Bristol, United Kingdom",,,86%,t,2.0,t,t,Windmill Hill,51.43741,-2.59685,Private room,2.0,1.0,1 private bath,1.0,1.0,2.0,30.0,2.0,30.0,10.0,10.0,7.0,f,2.0,1.0
2019-08-26,"England, United Kingdom",within a few hours,100%,88%,t,3.0,t,t,Cotham,51.46981,-2.60611,Private room,2.0,2.0,2 baths,1.0,2.0,4.0,1125.0,4.0,1125.0,0.0,136.0,52.0,f,3.0,3.0
2017-08-11,"Bristol, United Kingdom",within an hour,100%,92%,f,37.0,t,t,Clifton Down,51.46021,-2.61062,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,999.0,24.0,356.0,22.0,t,25.0,0.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Cotham,51.46277,-2.60039,Entire home/apt,6.0,2.0,2 baths,2.0,3.0,1.0,1125.0,1.0,1125.0,28.0,359.0,25.0,f,67.0,0.0
2022-05-23,,within a few hours,100%,33%,t,1.0,t,t,Brislington West,51.44588,-2.55387,Entire home/apt,6.0,2.0,2 baths,4.0,6.0,7.0,90.0,7.0,90.0,17.0,352.0,24.0,f,1.0,0.0
2015-05-07,"Bristol, United Kingdom",within an hour,100%,100%,t,14.0,t,t,Central,51.4545525,-2.5928588,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,2.0,90.0,1.0,90.0,14.0,276.0,3.0,t,11.0,5.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.449959,-2.596754,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,1.0,365.0,1.0,1125.0,20.0,337.0,50.0,f,148.0,3.0
2016-05-30,"Bristol, United Kingdom",within a few hours,100%,70%,f,1.0,t,t,Bedminster,51.43947548034818,-2.6095102386230384,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,14.0,2.0,14.0,1.0,12.0,22.0,f,1.0,0.0
2020-02-03,"Bristol, United Kingdom",within an hour,100%,95%,t,1.0,t,t,Brislington West,51.44381,-2.56417,Entire home/apt,6.0,2.0,2 baths,2.0,3.0,3.0,730.0,3.0,730.0,30.0,168.0,66.0,f,1.0,0.0
2017-08-11,"Bristol, United Kingdom",within an hour,100%,92%,f,37.0,t,t,Clifton Down,51.459,-2.61021,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,999.0,18.0,349.0,1.0,t,25.0,0.0
2019-02-10,"Bristol, United Kingdom",,,,f,1.0,t,t,Southmead,51.5,-2.600976254473996,Private room,1.0,3.0,3 baths,1.0,1.0,1.0,365.0,1.0,365.0,30.0,365.0,0.0,f,1.0,1.0
2012-10-01,"Bristol, United Kingdom",within a few hours,100%,40%,f,1.0,t,t,Clifton Down,51.4578,-2.61244,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,4.0,90.0,3.0,90.0,4.0,9.0,23.0,f,1.0,0.0
2019-11-02,,,,,f,2.0,t,t,Avonmouth & Lawrence Weston,51.49725,-2.64678,Entire home/apt,5.0,1.5,1.5 baths,3.0,0.0,4.0,1125.0,7.0,1125.0,30.0,90.0,0.0,f,2.0,0.0
2022-01-06,,within an hour,100%,91%,f,112.0,t,t,Windmill Hill,51.44006,-2.57427,Entire home/apt,7.0,1.0,1 bath,3.0,6.0,14.0,365.0,14.0,365.0,0.0,313.0,0.0,f,2.0,0.0
2012-01-25,"Bristol, United Kingdom",,,67%,f,1.0,t,t,Redland,51.47322,-2.6028,Entire home/apt,9.0,2.5,2.5 baths,5.0,5.0,6.0,50.0,6.0,50.0,0.0,38.0,17.0,f,1.0,0.0
2016-01-02,"Bristol, United Kingdom",within a few hours,86%,58%,t,2.0,t,t,Lockleaze,51.47415542602539,-2.57280707359314,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,21.0,2.0,21.0,25.0,81.0,53.0,f,2.0,1.0
2015-10-12,"England, United Kingdom",within an hour,100%,98%,t,17.0,t,t,Lawrence Hill,51.45425849999999,-2.5614908,Entire home/apt,8.0,1.0,1 bath,4.0,4.0,3.0,45.0,1.0,45.0,24.0,136.0,0.0,f,15.0,0.0
2020-01-15,"England, United Kingdom",within an hour,100%,100%,f,2.0,t,t,Ashley,51.47049,-2.58523,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,2.0,1125.0,2.0,1125.0,13.0,215.0,19.0,t,2.0,0.0
2024-12-15,,within an hour,100%,99%,f,27.0,t,t,Lockleaze,51.48416437479626,-2.5707855345480426,Entire home/apt,12.0,1.0,1 bath,3.0,6.0,2.0,365.0,2.0,365.0,13.0,344.0,3.0,t,4.0,0.0
2016-07-04,"Bristol, United Kingdom",within an hour,100%,99%,t,8.0,t,t,Redland,51.47428342822186,-2.611258848750557,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,28.0,2.0,28.0,0.0,0.0,0.0,t,7.0,0.0
2016-07-08,"England, United Kingdom",within an hour,100%,98%,t,1.0,t,t,Redland,51.47981,-2.59349,Entire home/apt,4.0,1.0,1 bath,,2.0,2.0,1125.0,2.0,1125.0,16.0,192.0,193.0,f,1.0,0.0
2023-07-23,"Bristol, United Kingdom",within a day,71%,38%,f,1.0,f,f,Southville,51.4433964,-2.6036782,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,2.0,365.0,2.0,365.0,25.0,253.0,1.0,f,1.0,0.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Central,51.45991119724002,-2.6069757423910547,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,2.0,365.0,17.0,352.0,7.0,t,67.0,0.0
2017-04-03,"Bristol, United Kingdom",within an hour,100%,70%,f,1.0,t,t,Clifton Down,51.46714,-2.60813,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,14.0,2.0,1125.0,11.0,140.0,288.0,t,1.0,0.0
2015-03-24,"Bristol, United Kingdom",within a day,50%,0%,f,1.0,t,t,Ashley,51.47104,-2.58119,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1.0,1125.0,1.0,1125.0,0.0,46.0,62.0,f,1.0,0.0
2015-06-26,"Bristol, United Kingdom",within an hour,100%,83%,f,1.0,t,t,Easton,51.46408,-2.55495,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,60.0,2.0,60.0,1.0,115.0,74.0,f,1.0,0.0
2021-10-09,,,,,f,1.0,t,t,Hengrove & Whitchurch Park,51.40866,-2.58274,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,7.0,365.0,7.0,1125.0,30.0,270.0,0.0,t,1.0,0.0
2017-02-11,,within an hour,100%,100%,f,1.0,t,f,St George Central,51.46264,-2.53432,Entire home/apt,6.0,1.0,1 bath,2.0,4.0,1.0,1125.0,1.0,1.0,20.0,285.0,3.0,t,1.0,0.0
2011-02-21,"Bristol, United Kingdom",within an hour,100%,96%,t,1.0,t,t,Bishopston & Ashley Down,51.47563,-2.57736,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,2.0,10.0,2.0,10.0,5.0,12.0,47.0,f,1.0,0.0
2016-10-23,"Bristol, United Kingdom",within an hour,100%,100%,t,3.0,t,t,Cotham,51.46445,-2.59755,Private room,2.0,1.0,1 shared bath,1.0,2.0,1.0,10.0,1.0,1125.0,9.0,174.0,323.0,f,3.0,3.0
2023-08-16,,within an hour,100%,97%,t,1.0,t,t,Ashley,51.46476,-2.58888,Entire home/apt,6.0,2.5,2.5 baths,3.0,3.0,2.0,1125.0,1.0,365.0,13.0,97.0,45.0,t,1.0,0.0
2021-09-05,"London, United Kingdom",,,0%,f,2.0,t,t,Avonmouth & Lawrence Weston,51.49593,-2.64523,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1.0,90.0,7.0,90.0,30.0,90.0,0.0,f,1.0,0.0
2018-11-26,"Bristol, United Kingdom",,,0%,f,1.0,t,t,Stoke Bishop,51.47498774357868,-2.628817317195697,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,3.0,365.0,3.0,365.0,16.0,19.0,0.0,t,1.0,0.0
2016-01-25,"Bristol, United Kingdom",within an hour,100%,100%,t,2.0,t,t,Clifton Down,51.46137,-2.61059,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1.0,120.0,1.0,1125.0,17.0,255.0,404.0,t,2.0,0.0
2018-10-07,"England, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Ashley,51.46849,-2.58297,Private room,2.0,2.0,2 shared baths,1.0,1.0,2.0,1125.0,2.0,1125.0,9.0,89.0,341.0,t,1.0,1.0
2023-03-09,,within a few hours,90%,79%,f,7.0,t,t,Central,51.45268,-2.59219,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,1125.0,20.0,344.0,63.0,t,5.0,0.0
2016-06-12,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Central,51.45283,-2.59599,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2.0,30.0,1.0,1125.0,7.0,264.0,122.0,f,1.0,0.0
2017-10-01,"Leeds, United Kingdom",within an hour,100%,100%,f,194.0,t,t,Southville,51.445820871813055,-2.6087302438715967,Entire home/apt,7.0,1.0,1 bath,2.0,4.0,2.0,365.0,2.0,365.0,6.0,223.0,4.0,t,22.0,0.0
2013-01-30,"Bristol, United Kingdom",within an hour,100%,64%,t,2.0,t,t,Southville,51.44181,-2.61286,Private room,3.0,1.0,1 private bath,1.0,1.0,1.0,14.0,1.0,14.0,27.0,259.0,38.0,f,2.0,1.0
2017-07-15,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Southville,51.4440336,-2.6000909,Entire home/apt,8.0,2.0,2 baths,4.0,1.0,3.0,365.0,3.0,365.0,13.0,213.0,20.0,t,1.0,0.0
2014-05-27,"Bristol, United Kingdom",,,7%,f,1.0,t,t,St George West,51.46161,-2.54026,Private room,2.0,1.0,1 bath,2.0,0.0,8.0,100.0,8.0,100.0,27.0,87.0,0.0,f,1.0,1.0
2022-01-11,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Clifton,51.45654,-2.61008,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,2.0,1125.0,1.0,365.0,8.0,267.0,66.0,t,1.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Hotwells & Harbourside,51.44965,-2.61528,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,1125.0,15.0,334.0,32.0,t,148.0,3.0
2020-11-29,"England, United Kingdom",within an hour,100%,94%,t,3.0,t,t,Ashley,51.46969009303158,-2.5836990933929505,Private room,2.0,1.0,1 private bath,1.0,1.0,14.0,365.0,14.0,365.0,16.0,308.0,1.0,f,3.0,3.0
2016-05-05,"Bristol, United Kingdom",within an hour,100%,77%,f,2.0,t,t,Clifton Down,51.46953,-2.6157,Private room,2.0,1.0,1 private bath,1.0,0.0,1.0,1.0,1.0,1.0,0.0,38.0,58.0,f,2.0,1.0
2021-07-03,"Cheltenham, United Kingdom",within an hour,83%,100%,f,15.0,t,t,Ashley,51.45971,-2.58498,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,28.0,2.0,28.0,20.0,350.0,32.0,t,15.0,0.0
2016-07-24,"Bristol, United Kingdom",within an hour,100%,100%,t,2.0,t,t,Lockleaze,51.490433,-2.577103,Private room,2.0,1.5,1.5 baths,1.0,2.0,1.0,21.0,1.0,1125.0,0.0,280.0,262.0,t,2.0,2.0
2016-11-16,"Bristol, United Kingdom",within an hour,100%,100%,f,6.0,t,t,Central,51.46036,-2.5935,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,1125.0,2.0,1125.0,0.0,0.0,1.0,t,6.0,0.0
2017-09-03,"Bristol, United Kingdom",,,93%,f,1.0,t,t,St George Central,51.46669,-2.52,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,4.0,180.0,4.0,1125.0,21.0,261.0,53.0,f,1.0,0.0
2017-02-10,"Saltburn-by-the-Sea, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Lockleaze,51.49051,-2.56421,Entire home/apt,8.0,1.0,1 bath,4.0,6.0,3.0,28.0,2.0,1125.0,24.0,352.0,0.0,t,2.0,0.0
2023-01-06,,within a day,80%,23%,f,2.0,t,t,Easton,51.46600907420002,-2.556426677246093,Private room,2.0,1.5,1.5 shared baths,1.0,1.0,2.0,7.0,2.0,7.0,30.0,176.0,10.0,f,2.0,1.0
2023-07-04,"Bristol, United Kingdom",within an hour,99%,100%,f,3.0,t,t,Ashley,51.46176639999999,-2.5845801,Entire home/apt,5.0,1.0,1 bath,2.0,1.0,1.0,365.0,1.0,365.0,0.0,0.0,2.0,t,3.0,0.0
2017-04-21,"Bristol, United Kingdom",within a day,100%,91%,t,4.0,t,t,Hengrove & Whitchurch Park,51.41666,-2.56664,Entire home/apt,1.0,1.0,1 bath,2.0,2.0,2.0,60.0,2.0,60.0,1.0,77.0,13.0,f,2.0,0.0
2015-07-30,"Bristol, United Kingdom",within an hour,100%,98%,t,2.0,t,t,Bishopston & Ashley Down,51.47926,-2.58416,Private room,2.0,1.5,1.5 baths,1.0,1.0,1.0,7.0,1.0,7.0,20.0,79.0,272.0,f,2.0,2.0
2012-10-28,,within an hour,100%,99%,t,2.0,t,t,Clifton Down,51.461591,-2.6104401,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,3.0,365.0,3.0,1125.0,16.0,234.0,17.0,t,2.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Clifton Down,51.4633429,-2.6099563,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,1.0,365.0,1.0,365.0,0.0,270.0,218.0,f,148.0,3.0
2015-07-08,"London, United Kingdom",,,,f,1.0,t,t,Ashley,51.47058966483681,-2.574448189998128,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,13.0,365.0,14.0,365.0,7.0,24.0,0.0,f,1.0,0.0
2015-12-18,"Bristol, United Kingdom",within an hour,100%,97%,f,33.0,t,t,Cotham,51.46477545575025,-2.6000462405368365,Entire home/apt,1.0,1.0,1 bath,1.0,1.0,7.0,365.0,7.0,1125.0,29.0,89.0,2.0,t,26.0,0.0
2017-10-11,,within an hour,100%,96%,f,39.0,t,t,Clifton Down,51.46516,-2.61111,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,15.0,365.0,15.0,365.0,30.0,365.0,2.0,f,25.0,0.0
2012-03-18,"Bristol, United Kingdom",within an hour,100%,50%,f,1.0,t,f,Hillfields,51.46867,-2.52475,Private room,1.0,1.0,1 shared bath,1.0,0.0,1.0,5.0,1.0,5.0,29.0,89.0,14.0,f,1.0,1.0
2015-12-18,"Bristol, United Kingdom",within an hour,100%,97%,f,33.0,t,t,Clifton Down,51.45874699137135,-2.6114206636756783,Entire home/apt,5.0,1.0,1 bath,2.0,5.0,3.0,365.0,2.0,365.0,9.0,322.0,4.0,t,26.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Lawrence Hill,51.4628782,-2.5688956,Entire home/apt,6.0,2.5,2.5 baths,3.0,3.0,2.0,365.0,2.0,365.0,30.0,358.0,0.0,t,148.0,3.0
2024-05-30,,within an hour,100%,92%,t,1.0,t,t,Horfield,51.49928,-2.58215,Entire home/apt,7.0,2.5,2.5 baths,4.0,6.0,2.0,120.0,2.0,120.0,21.0,276.0,17.0,f,1.0,0.0
2012-12-28,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Hillfields,51.46708,-2.52491,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2.0,1125.0,1.0,1125.0,16.0,164.0,166.0,t,1.0,0.0
2019-01-14,"Bristol, United Kingdom",within an hour,100%,100%,t,60.0,t,t,Ashley,51.46534,-2.57868,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,1125.0,2.0,2.0,18.0,18.0,109.0,t,47.0,0.0
2017-12-30,"Bristol, United Kingdom",within an hour,100%,97%,t,27.0,t,t,Central,51.45443,-2.59599,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,1125.0,1.0,1125.0,17.0,284.0,62.0,f,21.0,0.0
2018-09-03,"Bristol, United Kingdom",within an hour,100%,98%,t,8.0,t,t,Ashley,51.46443,-2.57792,Private room,1.0,1.0,1 shared bath,1.0,1.0,4.0,365.0,4.0,365.0,13.0,13.0,46.0,t,7.0,7.0
2020-08-26,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Hillfields,51.47042846679688,-2.52,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,20.0,2.0,20.0,0.0,20.0,30.0,t,1.0,0.0
2017-10-01,"Leeds, United Kingdom",within an hour,100%,100%,f,194.0,t,t,Redland,51.47343,-2.59261,Entire home/apt,12.0,2.5,2.5 baths,4.0,8.0,1.0,365.0,2.0,365.0,6.0,93.0,24.0,t,22.0,0.0
2020-10-08,"Bristol, United Kingdom",within an hour,100%,76%,f,1.0,t,t,Ashley,51.4657405,-2.5893359,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,365.0,1.0,365.0,14.0,64.0,10.0,f,1.0,1.0
2012-03-31,"Bristol, United Kingdom",within a few hours,100%,0%,f,1.0,t,t,Bedminster,51.43535614013672,-2.610055923461914,Private room,2.0,1.5,1.5 shared baths,1.0,1.0,1.0,1125.0,1.0,1125.0,0.0,76.0,14.0,f,1.0,1.0
2015-09-29,"Bristol, United Kingdom",within a few hours,100%,92%,f,5.0,t,t,Ashley,51.46725,-2.58072,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,3.0,365.0,3.0,365.0,18.0,78.0,36.0,f,5.0,0.0
2016-07-06,"Bristol, United Kingdom",within a few hours,100%,69%,t,2.0,t,t,Stoke Bishop,51.48677460816895,-2.651189938187599,Private room,1.0,3.0,3 shared baths,1.0,1.0,3.0,30.0,3.0,30.0,26.0,266.0,21.0,f,2.0,2.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Southville,51.4460368,-2.6094165,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,131.0,1.0,131.0,0.0,0.0,7.0,t,148.0,3.0
2013-06-07,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Hotwells & Harbourside,51.44814,-2.61985,Entire home/apt,10.0,1.0,1 bath,4.0,6.0,2.0,60.0,1.0,1125.0,10.0,198.0,323.0,f,1.0,0.0
2017-10-03,"Whitbourne, United Kingdom",within an hour,100%,88%,t,1.0,t,f,Redland,51.47666,-2.60869,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,3.0,365.0,3.0,365.0,24.0,249.0,14.0,f,1.0,0.0
2015-08-20,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Southville,51.44268072584023,-2.6124077465576234,Entire home/apt,2.0,2.0,2 baths,1.0,1.0,2.0,25.0,2.0,25.0,2.0,63.0,14.0,f,1.0,0.0
2023-08-20,,within an hour,100%,70%,t,3.0,f,t,Stoke Bishop,51.4835805,-2.6436019,Private room,1.0,0.5,Half-bath,1.0,1.0,2.0,365.0,2.0,365.0,28.0,268.0,7.0,f,3.0,2.0
2017-05-31,"Bristol, United Kingdom",within a day,100%,93%,t,1.0,t,t,Hengrove & Whitchurch Park,51.42569,-2.56707,Entire home/apt,2.0,1.5,1.5 baths,1.0,1.0,1.0,4.0,1.0,4.0,11.0,243.0,360.0,f,1.0,0.0
2016-02-07,"Bristol, United Kingdom",within an hour,100%,71%,f,1.0,t,t,Westbury-on-Trym & Henleaze,51.491938,-2.6221463,Entire home/apt,8.0,2.5,2.5 baths,4.0,6.0,5.0,1125.0,5.0,1125.0,0.0,15.0,5.0,f,1.0,0.0
2023-03-09,"Bristol, United Kingdom",within an hour,100%,96%,t,1.0,t,t,Redland,51.47911,-2.59937,Private room,4.0,1.0,1 private bath,2.0,3.0,1.0,365.0,1.0,365.0,25.0,255.0,16.0,f,1.0,1.0
2016-01-08,"Bristol, United Kingdom",,,92%,t,2.0,t,t,Windmill Hill,51.43654,-2.59689,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,3.0,1.0,3.0,0.0,14.0,176.0,f,2.0,1.0
